longitude,latitude,state,BII_All_Plants,BII_Trees,BII_Forbs,BII_Graminoids,Land_Use_Intensity,bio12_precip,elevation,slope
7.460508434612627,8.870863430680275,Abuja,0.3579782,0.2528253,0.48028657,0.37700626,0.33334863,1288.8198139272974,459,1.1690687
9.284088461375255,8.772048749427128,Plateau,0.40889257,0.29277804,0.5407987,0.4395187,0.028171735,1217.0026362320523,201,0.633565
7.487457893136212,9.023577028980593,Abuja,0.35508043,0.2505514,0.47684255,0.3734484,0.3505681,1328.1600110154752,503,0.71831244
5.996254521497806,7.981531299401949,Kogi,0.4063976,0.29082024,0.53783345,0.4364554,0.046330135,1360.1951026351783,436,0.6225084
8.798998207950714,8.143228050543463,Nassarawa,0.4080923,0.29215005,0.53984755,0.4385361,0.032966424,1260.8092895766974,123,0.36997968
4.720646818048086,10.191386898335972,Niger,0.5523922,0.39328787,0.6786482,0.6014961,0.023212822,1093.4728920624846,185,0.35566813
8.493571011350076,8.493571011350076,Nassarawa,0.40472156,0.28950503,0.53584146,0.43439755,0.053160843,1296.0457191205505,165,0.78307027
9.25713900285167,6.885586652776133,Benue,0.40456694,0.2893837,0.5356577,0.43420774,0.054087147,1808.2528587987815,218,0.27676538
5.74472624194434,10.676477151760514,Niger,0.47655883,0.32825717,0.58536243,0.55710876,0.022264145,1133.6956181583757,379,0.61997026
7.208980155059161,9.194256932963302,Niger,0.37881225,0.26917386,0.50504804,0.40258622,0.20838726,1315.5267352778576,438,0.7990269
7.487457893136212,8.888829736362666,Abuja,0.3577626,0.2526561,0.48003033,0.37674156,0.3344988,1288.8198139272974,522,0.96900827
7.792885089736849,8.304924801684976,Nassarawa,0.41187787,0.29512063,0.5443468,0.44318405,0.010286333,1251.9973055173368,146,0.8520225
7.352710600518284,8.89781288920386,Abuja,0.35797867,0.25282565,0.48028713,0.37700683,0.33320427,1296.3397992457687,341,1.0143372
8.915779194886252,9.823077631846967,Plateau,0.43867582,0.29952893,0.54542357,0.4959989,0.20644511,1219.3878948324707,1315,0.29557467
8.215093273273025,7.577289421548164,Benue,0.40737176,0.29158464,0.5389912,0.43765143,0.03728325,1234.617382220924,141,0.81435454
7.41559267040665,9.059509640345375,Abuja,0.35677847,0.25188386,0.4788607,0.37553325,0.34039482,1325.4093396220144,429,0.46880358
